n_words,n_sents,flesch_re,sentiment,gase,pti,teg,rci,pai,nava,nava_arc,lewi_idx,lewi_drop,cd_index,vads,ties,attachment,horsemen_total,criticism,contempt,defensiveness,stonewalling,vader_score,nrc_score,liwc_score,emo_anger,emo_sadness,emo_fear,emo_joy,emo_trust,emo_disgust,emo_surprise,emo_anticipation,id,gold_sentiment,gold_emotion
14,2,72.8,0.0,0.7,0.0,0.0,0.2857,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00017,pos,none
21,1,48.5,-0.3612,0.4583,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,1,1,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,te_train_00018,neg,none
20,1,85.0,0.2023,0.7607,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.3612,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00019,neu,none
21,1,48.5,-0.296,0.2279,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,1,0,0,1,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,te_train_00020,neu,none
12,1,53.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00021,pos,none
19,2,45.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00022,neu,none
23,2,73.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00023,neu,none
12,2,80.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00024,neu,none
21,1,68.7,0.0,0.7,0.5,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00025,neu,none
8,1,82.4,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00026,neu,none
16,1,84.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00027,pos,none
15,1,90.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00028,pos,none
16,1,63.7,-0.128,0.4116,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,te_train_00029,neu,none
22,2,80.3,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00030,neu,none
24,3,96.5,0.1529,0.5163,0.0,0.2294,0.0476,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,te_train_00031,pos,none
16,2,87.7,0.1012,0.7303,0.0,0.2023,0.125,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.3612,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00032,neu,none
20,2,90.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00033,pos,none
24,2,92.4,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00034,pos,none
12,1,81.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00035,neu,none
15,1,50.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00036,neu,none
23,2,88.5,0.0,0.7,-0.25,0.0,0.2222,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00037,pos,none
17,1,40.3,0.25,0.775,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,te_train_00038,neu,none
16,1,90.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00039,neu,none
16,1,79.6,0.0,0.7,0.75,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00040,pos,none
21,3,78.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.4404,-0.0435,0.0,0,0,0,0,0,0,0,0,te_train_00041,pos,none
22,2,88.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00042,neg,none
20,1,68.1,0.128,0.7384,0.0,0.0,0.0,0.1111,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,te_train_00043,pos,none
17,1,85.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00044,neu,none
16,1,63.7,0.0,0.7,0.0,0.0,0.0,0.1282,,NA,,,0.0,0.375,0.0,anxious,0,0,0,0,0,-0.4404,-0.0588,0.0,0,0,0,0,0,0,0,0,te_train_00045,neu,none
12,2,73.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00046,pos,none
27,2,83.5,0.247,0.5241,0.0,0.4939,0.0,0.0,,NA,,,0.0833,0.2222,-0.0,anxious,0,0,0,0,0,0.9081,0.0357,0.9999,0,0,0,1,0,0,1,0,te_train_00047,pos,none
19,2,90.3,0.1806,0.5042,0.0,0.3612,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.0526,0.9998,0,0,0,0,0,0,0,1,te_train_00048,neu,none
12,1,74.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00049,neu,none
10,1,69.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00050,neg,none
14,2,97.0,0.2294,0.7688,0.0,0.4588,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,te_train_00051,pos,none
22,2,84.2,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00052,neu,none
16,1,84.8,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.375,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00053,pos,none
10,1,86.7,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00054,neu,none
17,2,73.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00055,pos,none
24,3,100,0.0,0.7,-0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00056,neu,none
12,1,96.0,0.3612,0.5584,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.0769,0.9999,0,0,0,0,0,0,0,1,te_train_00057,neu,none
21,2,87.4,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00058,neu,none
20,1,68.1,-0.5514,0.2846,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.1531,0.0,0.0,1,1,0,0,0,0,0,0,te_train_00059,neg,none
24,3,93.0,0.0674,0.7202,0.6667,0.1012,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.3612,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00060,neg,none
22,2,80.3,0.0,0.7,0.0,0.0,0.0909,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00061,pos,none
22,1,57.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5719,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00062,pos,none
20,1,68.1,0.0,0.7,0.0,0.0,0.0,0.1111,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00063,pos,none
11,1,100,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00064,neu,none
19,1,31.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00065,neu,none
21,3,82.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00066,neg,none
15,1,84.5,-0.4215,0.3236,0.0,0.0,0.0,0.0,,NA,,,0.0,0.4,0.0,anxious,0,0,0,0,0,-0.4939,-0.0556,-0.9998,1,1,0,0,0,0,0,0,te_train_00067,neg,none
22,2,80.3,0.0,0.7,0.25,0.0,0.0,0.1111,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00068,neu,none
25,1,79.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00069,neu,none
15,1,50.6,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00070,neu,none
29,2,95.8,0.0,0.7,0.6667,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00071,pos,none
17,2,83.7,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00072,neu,none
22,2,76.5,0.0,0.7,0.6667,0.0,0.0,0.4375,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00073,neg,none
16,1,37.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00074,neu,none
12,1,74.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00075,neu,none
10,1,100,0.7184,0.9155,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.8316,0.2,1.0,0,0,0,2,0,0,0,0,te_train_00076,pos,none
12,1,67.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00077,neg,none
17,1,85.1,0.3612,0.5584,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4767,0.0588,0.9998,0,0,0,0,0,0,0,1,te_train_00078,pos,none
23,2,70.1,0.2294,0.7688,-0.5,0.4588,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.5106,0.0417,0.0,0,0,0,0,1,0,0,0,te_train_00079,neu,none
13,1,57.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00080,pos,none
25,2,82.5,0.0,0.7,0.25,0.0,0.0,0.1111,,NA,,,0.0833,0.0,-0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00081,neg,none
23,3,81.3,0.3337,0.5705,-0.25,0.2712,0.0,0.1111,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.8074,0.0741,0.9997,0,0,0,0,2,0,0,0,te_train_00082,pos,none
21,1,68.7,0.3138,0.5575,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.8176,0.0952,0.9998,0,0,1,2,0,0,0,1,te_train_00083,pos,none
25,3,86.7,0.1646,0.4994,0.0,0.4939,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6369,0.0,0.9997,0,0,0,1,0,0,1,0,te_train_00084,pos,none
6,1,100,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00085,neu,none
23,3,88.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.1304,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00086,neg,none
19,2,90.3,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00087,neu,none
17,2,83.7,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00088,pos,none
11,1,100,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00089,pos,none
16,1,53.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00090,pos,none
17,1,60.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00091,neu,none
18,1,80.5,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00092,pos,none
19,1,76.2,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5423,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00093,neu,none
22,1,26.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00094,pos,none
12,1,81.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00095,neg,none
13,1,63.5,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00096,pos,none
21,3,95.0,0.0,0.7,0.5,0.0,0.0333,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00097,neu,none
26,1,60.1,-0.5267,0.542,0.0,0.0,0.0,0.0,,NA,,,0.0,0.2308,0.0,anxious,0,0,0,0,0,-0.5859,-0.037,0.0,1,0,0,0,0,0,0,0,te_train_00098,neg,none
23,3,92.4,0.0,0.7,0.6667,0.0,0.0417,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00099,neu,none
24,1,69.7,0.3612,0.8084,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.0345,0.9997,0,0,0,1,0,0,0,0,te_train_00100,neu,none
19,2,63.6,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00101,neu,none
19,2,85.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.1667,0.0,0.0,anxious,0,0,0,0,0,-0.6249,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00102,neu,none
15,1,45.0,0.25,0.775,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,te_train_00103,neu,none
28,1,72.7,0.0,0.7,0.0,0.0,0.0,0.0877,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,-0.357,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00104,neu,none
21,2,99.5,-0.3062,0.3581,0.0,0.6124,0.0833,0.0,,NA,,,0.0,0.4286,0.0,anxious,0,0,0,0,0,-0.5994,-0.0476,0.0,1,0,0,0,0,1,0,0,te_train_00105,neu,none
19,1,85.1,0.0,0.7,-0.5,0.0,0.0,0.3333,,NA,,,0.0833,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00106,neu,none
18,1,66.4,0.5423,0.6127,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6124,0.0476,0.9998,0,0,0,0,1,0,0,0,te_train_00107,pos,none
25,1,79.9,0.3612,0.5584,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,secure,0,0,0,0,0,0.4215,0.04,0.0,0,0,0,1,1,0,0,0,te_train_00108,pos,none
13,3,13.7,0.1529,0.7459,0.0,0.2294,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.5994,0.05,0.9998,0,0,0,1,0,0,0,0,te_train_00109,pos,none
18,1,94.6,0.0,0.7,-0.6667,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00110,neg,none
15,1,90.1,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0588,0.9998,0,0,0,0,0,0,0,0,te_train_00111,pos,none
20,2,65.6,-0.064,0.4308,-0.5,0.128,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,te_train_00112,neg,none
21,1,72.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.4404,0.0476,0.9998,0,0,0,0,0,0,0,0,te_train_00113,pos,none
15,1,78.8,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00114,neu,none
23,2,73.8,0.1806,0.7542,0.0,0.3612,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.8934,0.04,0.9998,0,0,0,1,0,0,0,0,te_train_00115,pos,none
17,3,86.6,0.0,0.7,-0.6,0.0,0.0,0.3333,,NA,,,0.0,0.1765,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00116,neu,none
17,1,75.1,0.25,0.775,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,te_train_00117,neu,none
27,3,91.2,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00118,neu,none
15,1,67.5,0.5423,0.6127,-0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6124,0.0625,0.9998,0,0,0,0,1,0,0,0,te_train_00119,pos,none
15,1,100,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00120,neu,none
21,1,76.7,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00121,pos,none
21,1,48.5,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00122,neg,none
19,3,57.9,0.0,0.7,0.5,0.0,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00123,pos,none
16,4,81.2,0.0903,0.7271,0.0,0.1204,0.1111,0.0,-0.3612,Redemptive / Comedic (recovery arc),1,-0.1204,0.0,0.0,0.0,anxious,0,0,0,0,0,0.6249,0.0588,0.9998,0,0,0,1,0,0,0,0,te_train_00124,pos,none
10,2,74.9,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00125,pos,none
21,2,87.4,0.746,0.6917,-0.5,0.3203,0.0,0.3333,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.9423,0.2381,0.9999,0,0,0,3,1,0,0,1,te_train_00126,pos,none
16,2,93.0,0.0,0.7,0.0,0.0,0.0,0.0,,NA,,,0.0,0.0,0.0,anxious,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,te_train_00127,neu,none
